question_id,key,prompt,response,instruction_id_list,prompt_level_strict_acc,prompt_level_loose_acc,inst_level_strict_acc,inst_level_loose_acc
163,2304,"เขียนเรียงความราวกับว่าคุณเป็นประธานาธิบดีของสหรัฐอเมริกาโดยมุ่งเป้าไปที่คุณแม่เป็นผู้ฟัง หัวข้ออยู่ที่ว่าลอยจากภาพยนตร์เรื่อง ""It"" เป็นสัญลักษณ์ของจิตวิญญาณของยุค 1950 อย่างไร การตอบกลับต้องมีตัวยึดตำแหน่งอย่างน้อย 1 ตัวที่แสดงด้วยวงเล็บเหลี่ยม เช่น [ที่อยู่]",ลูกเอ๋ย แม่เคยบอกลูกเสมอว่า ความกลัวที่แท้จริงไม่ได้อยู่ที่ตัวตัวละครในหนัง แต่อยู่ที่ความเงียบของบ้านที่ไม่มีใครพูดถึงความเจ็บปวด [ที่อยู่] แม่เคยเห็นเด็กๆ ที่โรงเรียนในยุค 1950 ถูกบังคับให้เงียบเมื่อพูดถึงปัญหาความไม่เท่าเทียม [ที่อยู่] แม่เคยเห็นผู้หญิงคนหนึ่งยืนอยู่หน้าประตูบ้านหลังใหญ่ที่เธอไม่เคยเห็นมาก่อน แต่เธอรู้ว่ามันคือบ้านของคนที่เคยถูกกดขี่ในยุคสงคราม [ที่อยู่] ลูกเคยถามแม่ว่าทำไมถึงกลัวสิ่งที่เห็นในหนัง แต่แม่ไม่เคยตอบ แต่ลูกจะตอบลูกว่า... ความกลัวที่แท้จริงไม่ได้อยู่ในตัวมัน มันอยู่ในความเงียบของบ้านที่ไม่มีใครพูดถึงความเจ็บปวด,['detectable_content:number_placeholders'],True,True,[True],[True]
164,2309,เล่าเรื่องตลกที่มีคำว่า Thursday และ Amalgamation อยู่ในนั้น แต่ให้ใช้ภาษาสวาฮีลีเท่านั้น ไม่อนุญาตให้ใช้ภาษาอื่น,"Jana jana, alikiona mwanamke aliyekuwa na mwanamke alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa kuchukua mtu aliyekuwa na mtu alikwenda kwa k",['language:response_language'],True,True,[True],[True]
165,2311,ทำไมอัลมอนด์ไม่ใส่เกลือ 32 กรัมถึง 396 แคลอรี่? อย่าใช้ลูกน้ำในการตอบกลับของคุณ,อัลมอนด์มีไขมันและคาร์โบไฮเดรตสูงจึงให้พลังงานมากแม้ในปริมาณน้อย,['punctuation:no_comma'],True,True,[True],[True]
166,2314,"ตั้งชื่อให้ตรงกับชื่อสุนัขขาวดำ 3 ชื่อโดยใช้สัญลักษณ์แสดงหัวข้อย่อยแบบมาร์กดาวน์ เช่น:
* หัวข้อย่อยที่ 1","* หิมะ
* หิมะขาว
* หิมะดำ",['detectable_format:number_bullet_lists'],True,True,[True],[True]
167,2323,เขียนโฆษณาตลกๆ สำหรับร้านทำผมที่เสนอส่วนลด 25% สำหรับบริการทั้งหมดที่มีคำศัพท์อย่างน้อย 200 คำ,สวัสดีครับ! คุณเคยรู้สึกไหมว่าผมของคุณเหมือนหุ่นยนต์ที่ถูกโปรแกรมให้พูดว่า 'ฉันไม่ต้องการความช่วยเหลือ' แล้วมันก็พูดว่า 'ฉันคือฮีโร่ของฉัน!'? นั่นแหละคือปัญหาของผมคุณ! ร้าน 'ผมฟรี' ของเราเข้าใจดีว่าชีวิตคนเราเหนื่อยมาก... แถมผมก็เหนื่อยด้วย! เราเคยเห็นผมของคุณที่ดูเหมือน 'ฮีโร่' แต่จริงๆ แล้วมันคือ 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมของคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่คุณยังอยากให้มันยืนหยัด! เราไม่ได้ขายแค่ผม แต่ขายความมั่นใจ! เราเคยทำผมให้คนที่มีผมยาวเหมือนต้นไม้ที่โดนลมแรงจนหัก แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่' แต่จริงๆ แล้วมันคือ 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับยาวขึ้น 3 เท่า! แถมยังมีผมที่ดูเหมือน 'ฮีโร่ที่ไม่ได้รับการฝึกฝน' — ผมคุณมีผมยาวเหมือนต้นไม้ที่โดนแดดจัดจนเหี่ยว แต่ผมคุณกลับ,['length_constraints:number_words'],True,True,[True],[True]
168,2324,เขียนปริศนาเกี่ยวกับคุณแม่นอนเล่นบนชายหาดในฮุมโบลดต์โดยไม่ต้องใช้เครื่องหมายจุลภาค,คุณแม่นอนเล่นบนชายหาดในฮัมโบลดต์โดยไม่ต้องใช้เครื่องหมายจุลภาค,['punctuation:no_comma'],True,True,[True],[True]
169,2328,เขียนการนำเสนอเริ่มต้นสำหรับบริการแคปซูลเวลา โดยไม่ใช้คำว่า Startup และ Capsule,เราเสนอประสบการณ์การพักผ่อนที่ตอบโจทย์ทุกไลฟ์สไตล์ ไม่ว่าจะเป็นงานหนักหรือชีวิตที่เร่งรีบ แคปซูลเวลาของเราช่วยให้คุณได้พักใจอย่างแท้จริง ทุกคืนที่ผ่านไป คุณจะรู้สึกสดชื่นและมีพลัง พร้อมรับวันใหม่ด้วยความมั่นใจ,['keywords:forbidden_words'],True,True,[True],[True]
170,2357,เขียนแผนการเดินทางไปเที่ยวปารีสที่เหมาะกับวัยรุ่นที่มีสมาธิสั้น แผนการเดินทางนี้ควรมี 4 ย่อหน้าพอดี และแต่ละย่อหน้าควรคั่นด้วยเครื่องหมายแบ่ง: ***,"เริ่มต้นวันด้วยการไปยังย่านชองส์-อ็อง-บูร์-ลีน ซึ่งเต็มไปด้วยพิพิธภัณฑ์ศิลปะและสวนสาธารณะที่มีแสงไฟอ่อนๆ เหมาะสำหรับการถ่ายรูปและพักผ่อนแบบไม่ต้องวางแผนล่วงหน้า อย่าลืมแวะร้านขนมปังปิ้งและคาเฟ่เล็กๆ ที่มีกลิ่นหอมของช็อกโกแลตและลาเต้
***
บ่ายวันนั้น ไปยังย่านมอนมาร์ตเพื่อเดินเล่นในย่านที่มีร้านของที่ระลึกและร้านกาแฟสไตล์ปารีส ใช้เวลาแค่ 2 ชั่วโมงแล้วเปลี่ยนสถานที่ไปยังพิพิธภัณฑ์ลูฟร์หรือสวนลักเซมเบิร์ก ซึ่งให้บรรยากาศผ่อนคลายและไม่ต้องนั่งรอหรือเดินนานเกินไป
***
เย็นวันนั้น ไปยังย่านชองส์-อ็อง-บูร์-ลีนอีกครั้งเพื่อช้อปปิ้งของที่ระลึกและของกินท้องถิ่น อย่าลืมลองขนมปังปิ้งกับเนยถั่วและไอศกรีมช็อกโกแลต แล้วกลับที่พักก่อนเที่ยงคืนเพื่อเตรียมตัวสำหรับวันถัดไป
***
วันสุดท้าย อย่าลืมไปนั่งรถไฟไปยังสวนลักเซมเบิร์กเพื่อชมวิวเมืองจากมุมสูง แล้วกลับที่พักก่อนเที่ยงคืนเพื่อเตรียมตัวสำหรับวันเดินทางกลับ อย่าลืมถ่ายรูปทุกจุดที่ชอบและเก็บความทรงจำไว้ในใจ",['length_constraints:number_paragraphs'],True,True,[True],[True]
171,2362,คุณเรียกนักวิทยาศาสตร์ที่ถูกกีดกันซึ่งถูกขอให้อยู่บ้านว่าอะไร กรุณาจบคำตอบด้วยตัวลงท้ายที่ขึ้นต้นด้วย ป.ล.,"นักวิทยาศาสตร์ที่ถูกกีดกันและถูกขอให้อยู่บ้านมักถูกเรียกว่า ""นักวิทยาศาสตร์บ้าน"" ป.ล.",['detectable_content:postscript'],True,True,[True],[True]
172,2374,เขียนข้อเสนอโครงการเกี่ยวกับวิธีใช้การเรียนรู้ของ AI เพื่อปรับปรุงคุณภาพการศึกษาในประเทศกำลังพัฒนา ในการตอบกลับของคุณ อย่าใช้เครื่องหมายจุลภาคใดๆ,การใช้ AI ในการเรียนการสอนช่วยให้นักเรียนเข้าถึงเนื้อหาได้ตลอดเวลา แอปพลิเคชันสามารถวิเคราะห์พฤติกรรมและปรับเนื้อหาให้เหมาะกับผู้เรียนแต่ละคน ครูสามารถติดตามความก้าวหน้าของนักเรียนแบบเรียลไทม์และปรับการสอนให้เหมาะสม ระบบสามารถสร้างเนื้อหาใหม่จากข้อมูลจริงเพื่อเสริมการเรียนรู้ของนักเรียนทุกคน,['punctuation:no_comma'],True,True,[True],[True]
173,2380,"โปรดเขียนบทสรุปของหน้าผู้ลงโฆษณาต่อไปนี้: ""เรายืนกรานที่จะมีทีมนักพัฒนาเว็บ นักเขียนเนื้อหา นักออกแบบกราฟิก และนักการตลาดออนไลน์ที่มีความสามารถมากที่สุดในอุตสาหกรรม เรามีบุคคลที่ได้รับรางวัลซึ่งมีประวัติความสำเร็จที่ได้รับการพิสูจน์แล้ว"" ใช้มาร์กดาวน์และกำหนดเป้าหมายคุณแม่ คำตอบของคุณต้องมีสัญลักษณ์แสดงหัวข้อย่อย 4 จุดในรูปแบบมาร์กดาวน์ และต้องไม่มีลูกน้ำ","- ทีมนักพัฒนาเว็บที่เชี่ยวชาญ
- นักเขียนเนื้อหาที่สร้างสรรค์
- นักออกแบบกราฟิกที่สร้างสรรค์
- นักการตลาดออนไลน์ที่มีประสบการณ์","['detectable_format:number_bullet_lists', 'punctuation:no_comma']",True,True,"[True, True]","[True, True]"
174,2381,เขียนจดหมายสมัครงานถึงพรรคการเมืองท้องถิ่นเพื่อขอเป็นผู้จัดการชุมนุม อย่าลืมเน้นอย่างน้อย 3 ส่วนในคำตอบของคุณในรูปแบบมาร์กดาวน์,"เรียน คณะกรรมการพรรคการเมืองท้องถิ่น,
ข้าพเจ้าขอสมัครตำแหน่งผู้จัดการชุมนุม โดยมีคุณสมบัติและประสบการณ์ดังนี้:
* ประสบการณ์ในการจัดกิจกรรมชุมชนมากกว่า 5 ปี รวมถึงการประสานงานกับกลุ่มผู้มีส่วนได้ส่วนเสียหลายกลุ่ม
* ทักษะการสื่อสารและการเจรจาต่อรองที่แข็งแกร่ง สามารถสร้างแรงบันดาลใจให้ผู้เข้าร่วมชุมนุมได้อย่างมีประสิทธิภาพ
* ความเข้าใจลึกซึ้งในนโยบายท้องถิ่นและสามารถแปลงแนวคิดทางการเมืองให้เป็นกิจกรรมที่เข้าถึงประชาชนได้จริง
ข้าพเจ้ามีความมุ่งมั่นที่จะสร้างการมีส่วนร่วมของประชาชนและเสริมสร้างประชาธิปไตยในชุมชนอย่างยั่งยืน
ขอแสดงความนับถือ,
[ชื่อผู้สมัคร]",['detectable_format:number_highlighted_sections'],False,False,[False],[False]
175,2383,"คือประโยคที่ว่า ""นางสมิธเป็นครูประจำชั้นนี้"" ถูกไวยากรณ์ใช่ไหม? ให้คำตอบที่แตกต่างกันสองข้อกับฉัน คำตอบและคำตอบเท่านั้นควรคั่นด้วยเครื่องหมายดอกจัน 6 อัน: ******","ถูกต้องตามไวยากรณ์******ไม่ถูกต้อง เพราะคำว่า ""ครูประจำชั้น"" ควรเป็น ""ครูประจำชั้น"" ไม่ใช่ ""นางสมิธ""",['combination:two_responses'],True,True,[True],[True]
176,2386,"คุณช่วยขยายประโยคต่อไปนี้ได้ไหม: ""ฉันไม่เคยเห็นซอฟต์แวร์เวอร์ชันแปล ฉันเคยเห็นเวอร์ชันสากลแล้ว""

ฉันอยากให้แต่ละย่อหน้ามี 3 ย่อหน้าพอดี โดยคั่นด้วยเครื่องหมายดอกจัน 3 อัน (***) และสำหรับคำว่า publisher ให้ใช้อย่างน้อยหนึ่งครั้ง","ซอฟต์แวร์เวอร์ชันแปลมักถูกพัฒนาขึ้นเพื่อตอบสนองความต้องการเฉพาะของตลาดเป้าหมาย ซึ่งรวมถึงการปรับเปลี่ยนภาษา รูปแบบการนำเสนอ และบริบททางวัฒนธรรมที่ต่างกัน ***
ในทางกลับกัน เวอร์ชันสากลถูกออกแบบมาให้ใช้งานได้ทั่วโลก โดยเน้นความเรียบง่าย ความเป็นสากล และการรองรับผู้ใช้จำนวนมาก ซึ่งมักมีการอัปเดตอย่างต่อเนื่องและมีการตรวจสอบจาก multiple user bases ***
การเลือกใช้เวอร์ชันสากลแทนเวอร์ชันแปลจึงไม่ใช่แค่เรื่องของความยืดหยุ่น แต่ยังสะท้อนถึงการตัดสินใจของผู้พัฒนาที่ให้ความสำคัญกับความเป็นกลางและประสิทธิภาพในการเข้าถึงของผู้ใช้ทั่วโลก","['length_constraints:number_paragraphs', 'keywords:frequency']",False,False,"[True, False]","[True, False]"
177,2392,สร้างแผนการเดินทาง 3 วันไปมอสโคว์ที่ใช้คำว่าเมืองน้อยกว่าสองครั้ง อย่าเพิ่มสิ่งใดก่อนและหลังโค้ด JSON ผลลัพธ์ทั้งหมดของคุณควรมีเพียงบล็อกโค้ด JSON,"{
  ""วันที่ 1"": ""เยี่ยมชมหอคอยเอ็มไพร์สเตทและเดินเล่นริมแม่น้ำเนวา"",
  ""วันที่ 2"": ""สำรวจพิพิธภัณฑ์ศิลปะร่วมสมัยและสวนสัตว์น้ำ"",
  ""วันที่ 3"": ""เยี่ยมชมปราสาทน็อทร์ดามและช้อปปิ้งที่ชองด็อก""
}","['detectable_format:json_format', 'keywords:frequency']",True,True,"[True, True]","[True, True]"
178,2395,เขียนโพสต์ Facebook เกี่ยวกับตลาดนัดในรูปแบบ JSON อย่าใส่คำว่า 'ตลาดนัด' และ 'JSON' ในการตอบกลับ,"{
  ""title"": ""ช้อปปิ้งสุดสัปดาห์"",
  ""description"": ""ทุกเช้า ตลาดนัดจะเต็มไปด้วยของสดจากเกษตรกรท้องถิ่น อาหารพื้นบ้าน และของแฮนด์เมดที่ทำด้วยใจ ทุกแผงมีคนรอคิวอย่างใจเย็น และทุกคืนมีดนตรีสดจากศิลปินท้องถิ่น ทำให้บรรยากาศเหมือนงานเทศกาลเล็กๆ ที่ทุกคนอยากมาเยือน""
}","['detectable_format:json_format', 'keywords:forbidden_words']",True,True,"[True, True]","[True, True]"
179,2396,เขียนบทกวีเกี่ยวกับสงครามที่ยาวนานให้ฉัน เพิ่มคำลงท้ายต่อท้ายโดยขึ้นต้นด้วย ป.ล.,"สายลมพัดผ่านสนามรบเก่า
หมอกจางหายในแสงตะวัน
ทหารคนหนึ่งยังคงยืนหยัด
ไม่ยอมแพ้แม้โลกจะเงียบ
ป.ล. บางครั้งสงครามไม่ได้จบเมื่อปืนหยุดยิง แต่จบเมื่อความเงียบกลับมา",['detectable_content:postscript'],True,True,[True],[True]
180,2398,ขอบทกวีเกี่ยวกับแคลิฟอร์เนียให้ฉันหน่อย คำตอบสุดท้ายควรมีลักษณะดังนี้: รักและขอบคุณ,"แคลิฟอร์เนียคือดินแดนแห่งแสงอาทิตย์และสายลมที่อ่อนโยน
ทุกเช้าฉันเดินผ่านตลาดที่เต็มไปด้วยกลิ่นหอมของผลไม้สด
ทุกเย็นฉันนั่งฟังเสียงคลื่นที่ซัดฝั่งอย่างสงบ
และทุกคืน ฉันฝันถึงแสงจันทร์ที่ส่องผ่านเมฆบาง
รักและขอบคุณ",['startend:end_checker'],True,True,[True],[True]
181,240,ขัดแตะคืออะไร? เขียนคำตอบใหม่เพื่อให้ผู้ฟังอายุน้อยสามารถเข้าใจได้ และตรวจสอบให้แน่ใจว่าเป็นภาษารัสเซียทั้งหมด ไม่อนุญาตให้ใช้ภาษาอื่น,"Это когда ты просто слегка касаешься пола ногой, как будто танцуешь — это когда не упасть, а просто пола пола!",['language:response_language'],True,True,[True],[True]
182,2404,แรดคลิฟฟ์เป็นคนเดียวที่สามารถผ่านทหารยามไปได้ สิ่งที่สามารถพูดเกี่ยวกับเขา? โปรดรวมคำตอบทั้งหมดของคุณในรูปแบบ JSON เครื่องหมายมาร์กดาวน์ (```) เป็นที่ยอมรับได้,"```json
{
  ""name"": ""แรดคลิฟฟ์"",
  ""ability"": ""สามารถผ่านทหารยามไปได้"",
  ""reason"": ""มีทักษะการหลบเลี่ยงและทักษะการซ่อนตัวที่ยอดเยี่ยม ทำให้สามารถหลบเลี่ยงการตรวจจับได้""
}
```",['detectable_format:json_format'],True,True,[True],[True]
183,2417,ตอบปัญหาทางคณิตศาสตร์ต่อไปนี้ในภาษาอื่น ใช้สัญลักษณ์แสดงหัวข้อย่อย และให้คำตอบอื่น เว้นการใช้ลูกน้ำในการตอบกลับของคุณ นาตาเลียกำลังซื้อหนังสือให้ลูกๆ ของเธอ เธอซื้อหนังสือ 2 เล่ม ในราคาเล่มละ 24 ดอลลาร์ และหนังสือ 3 เล่ม ในราคาเล่มละ 36 ดอลลาร์ เธอจ่ายเงินทั้งหมดเท่าไร?,ราคาหนังสือเล่มละ 24 ดอลลาร์ จำนวน 2 เล่ม รวม 24 x 2 = 48 ดอลลาร์ ราคาหนังสือเล่มละ 36 ดอลลาร์ จำนวน 3 เล่ม รวม 36 x 3 = 108 ดอลลาร์ รวมทั้งหมด 48 + 108 = 156 ดอลลาร์,['punctuation:no_comma'],True,True,[True],[True]
184,2432,"เพื่อนสนิทของฉันจมน้ำเมื่อวานนี้ และฉันรู้สึกเสียใจมาก คุณช่วยฉันด้วยการแสดงความเสียใจ ให้ความช่วยเหลือ และแบ่งปันเรื่องราวเกี่ยวกับประสบการณ์ที่คล้ายกันได้ไหม กรุณาอย่าใส่คำว่า ""เสียชีวิต"" หรือ ""จมน้ำ""",ฉันรู้สึกเป็นห่วงและเห็นใจคุณอย่างมาก การสูญเสียคนที่รักเป็นสิ่งที่เจ็บปวดมากจริงๆ ฉันเคยผ่านประสบการณ์คล้ายกันเมื่อเพื่อนสนิทของฉันหายตัวไปในน้ำตอนกลางคืน ฉันรู้สึกเหมือนโลกหยุดหมุน แต่สิ่งที่ช่วยฉันได้คือการพูดคุยกับคนที่เข้าใจ การเขียนจดหมายถึงเขา และการระลึกถึงความทรงจำดีๆ ที่คุณมีร่วมกัน คุณไม่ได้อยู่คนเดียว ฉันอยู่ตรงนี้เพื่อฟังคุณเสมอ,['keywords:forbidden_words'],True,True,[True],[True]
185,2436,"ให้คำตอบที่แตกต่างกันสองแบบสำหรับคำถาม ""การล่าและกินสัตว์ที่รุกรานนั้นมีจริยธรรมหรือไม่"" โดยคั่นด้วยเครื่องหมายดอกจัน 6 อัน ****** และไม่ต้องใช้เครื่องหมายจุลภาค",การล่าสัตว์ที่รุกรานเป็นการปกป้องความสมดุลของระบบนิเวศ ****** การฆ่าสัตว์ที่รุกรานเป็นการละเมิดสิทธิของสิ่งมีชีวิตทุกชนิด,"['combination:two_responses', 'punctuation:no_comma']",True,True,"[True, True]","[True, True]"
186,2441,เขียนย่อหน้าคล้ายสุนทรพจน์เกี่ยวกับการเลือกตั้งสหรัฐฯ ตรวจสอบให้แน่ใจว่าได้ล้อมคำตอบทั้งหมดของคุณด้วยเครื่องหมายคำพูดคู่,"""การเลือกตั้งครั้งนี้ไม่ใช่แค่การเลือกผู้นำ แต่คือการเลือกอนาคตของชาติเราทุกคน ผู้สมัครทุกคนมีจุดยืนที่ชัดเจน แต่การตัดสินใจของพวกเขาขึ้นอยู่กับความกล้าหาญ ความรับผิดชอบ และความเข้าใจในความซับซ้อนของนโยบายเศรษฐกิจ การศึกษา และสิ่งแวดล้อม เราต้องเดินไปด้วยกัน ไม่ใช่แยกจากกัน เพราะความสำเร็จของชาติไม่ได้เกิดจากผู้นำเพียงคนเดียว แต่เกิดจากความร่วมมือของประชาชนทุกคน""",['startend:quotation'],True,True,[True],[True]
187,2457,"เขียนบทสรุปสั้นๆ ให้กับเด็กๆ เพื่ออธิบายว่าทำไมเราถึงต้องการยกย่อง Thayer สำหรับการมีส่วนร่วมในสาขาปัญญาประดิษฐ์ สรุปจะต้องมีสัญลักษณ์แสดงหัวข้อย่อย 4 หัวข้อ เช่น:
* หัวข้อย่อยที่ 1
* หัวข้อย่อยที่ 2","* เขาเป็นคนแรกที่คิดค้นคอมพิวเตอร์แบบทั่วไป
* เขาพัฒนาโปรโตคอล TCP/IP ซึ่งเป็นพื้นฐานของอินเทอร์เน็ต
* เขาใช้ AI ในการวิเคราะห์ข้อมูลเพื่อช่วยแพทย์วินิจฉัยโรค
* เขาเป็นนักวิทยาศาสตร์ที่ทำให้ปัญญาประดิษฐ์เป็นไปได้",['detectable_format:number_bullet_lists'],True,True,[True],[True]
188,2464,ไอเดียดีๆ สำหรับบริษัทสตาร์ทอัพมีอะไรบ้าง? เขียนบทกวีภาษาฮินดีเกี่ยวกับเรื่องนี้ ใช้เฉพาะภาษาฮินดีในการตอบกลับของคุณ ไม่อนุญาตให้ใช้ภาษาอื่น,"शुरुआत उशिरा झाला, उशिरा झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले झाले, झाले �",['language:response_language'],False,False,[False],[False]
189,2467,เขียนแร็พเกี่ยวกับเหวใน 4 ย่อหน้าพอดี แยกย่อหน้าด้วยตัวแบ่งมาร์กดาวน์: ***,"เหวเป็นเงาที่เดินได้แต่ไม่มีตัวตน
เดินผ่านป่าฝนเหมือนเงาของอดีต
ไม่มีใครรู้จัก แต่ทุกคนรู้ว่ามันมา
เพราะมันไม่เคยพูด แต่ทุกครั้งที่มันปรากฏ
***
เหวไม่เคยขอโทษ แต่ไม่เคยขโมย
มันแค่เดินผ่านโดยไม่หันหลัง
แม้แต่เด็กน้อยที่ร้องไห้
มันก็ยิ้มให้ทุกคนที่เดินผ่าน
***
เหวไม่ใช่แค่สิ่งลึกลับ
มันคือความเงียบที่ถูกซ่อนไว้
ความเจ็บปวดที่ถูกกดทับ
แต่เมื่อฝนตก มันก็ออกมา
***
เหวไม่ได้เป็นศัตรู มันคือความสงบ
ที่ไม่มีใครอยากอยู่ใกล้
แต่ทุกคนรู้สึกว่ามันอยู่ใกล้
เพราะมันไม่เคยพูด แต่ทุกครั้งที่มันปรากฏ",['length_constraints:number_paragraphs'],True,True,[True],[True]
190,247,คุณสามารถเขียนเพลงแร็พเกี่ยวกับประวัติศาสตร์ของระบบจังหวัดในญี่ปุ่นได้หรือไม่? ให้คำตอบที่แตกต่างกันสองรายการโดยคั่นด้วยเครื่องหมายดอกจัน 6 อัน ******,"สมัยเอโดะ ระบบจังหวัดใหม่
แต่ละตำบลมีอำนาจเท่ากัน
ขุนนางท้องถิ่นควบคุมดินแดน
di-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ji-ja-ji-ja-ji-ja-ji-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-ja-",['combination:two_responses'],False,False,[False],[False]
